Desligamento;Ex-trainee;Data de nascimento;Sexo;Data de admissão;Cargo;Área;Salário mensal médio;Posição crítica;Gestor;Avaliação de desempenho;Distância residência trabalho (Km);Tempo deslocamento (min);Turnover mercado;
0;0;22/02/1962;M;02/12/2007;32;Operacional ;R$ 7.596,67;0;250;BOM;16;11;0,06;
0;0;29/01/1958;F;05/02/1988;313;Administrativo;R$ 1.396,67;0;368;BOM;24;16;0,23;
0;0;15/04/1980;F;02/01/1989;314;Administrativo;R$ 2.556,67;0;368;OTIMO;10;6;0,26;
0;0;20/02/1982;F;5/17/89;315;Administrativo;R$ 2.350,00;0;369;INSATISFATORIO;8;5;0,21;
0;0;22/11/1987;F;5/21/91;316;Administrativo;R$ 1.371,67;0;370;OTIMO;18;12;0,11;
0;0;23/11/1978;F;9/16/96;317;Administrativo;R$ 1.396,67;0;371;OTIMO;7;4;0,16;
0;0;30/06/1982;F;07/07/1997;317;Administrativo;R$ 1.396,67;0;371;OTIMO;11;7;0,16;
0;0;19/11/1983;M;05/11/1998;318;Administrativo;R$ 1.636,67;0;372;BOM;16;11;0,25;
0;0;17/08/1990;F;12/18/00;319;Administrativo;R$ 1.371,67;0;371;OTIMO;23;15;0,23;
0;0;16/09/1982;F;08/01/2001;320;Administrativo;R$ 2.116,67;0;369;BOM;22;15;0,17;
0;0;19/09/1985;F;10/06/2006;321;Administrativo;R$ 4.058,33;0;368;OTIMO;12;8;0,24;
0;0;29/08/1981;M;10/09/2006;322;Administrativo;R$ 3.241,67;0;373;BOM;32;22;0,02;
0;0;17/07/1989;F;6/24/03;320;Administrativo;R$ 1.925,00;0;374;OTIMO;2;1;0,17;
0;0;19/01/1982;M;2/21/07;185;Operacional ;R$ 3.883,33;0;297;BOM;4;2;0,19;
0;0;19/11/1987;M;2/21/07;21;Operacional ;R$ 4.088,33;0;375;BOM;2;1;0,13;
0;0;25/10/1984;M;03/05/2007;50;Operacional ;R$ 5.473,33;0;351;OTIMO;22;15;0,15;
1;0;17/05/1985;M;03/05/2007;237;Administrativo;R$ 7.966,67;0;376;OTIMO;14;9;0,12;
0;0;22/09/1977;M;03/06/2007;147;Administrativo;R$ 18.815,00;1;153;BOM;13;9;0,25;
0;0;30/06/1988;M;03/07/2007;323;Operacional ;R$ 2.825,00;0;377;OTIMO;24;16;0,24;
0;0;15/06/1961;M;3/13/07;49;Operacional ;R$ 3.418,33;0;378;OTIMO;25;17;0,08;
0;0;24/06/1987;M;3/13/07;324;Administrativo;R$ 8.345,00;1;379;BOM;31;21;0,14;
0;0;30/12/1978;M;3/13/07;284;Operacional ;R$ 4.070,00;0;380;BOM;31;21;0,25;
0;0;23/12/1986;M;3/19/07;225;Operacional ;R$ 6.048,33;0;381;BOM;12;8;0,07;
0;0;19/02/1987;M;3/19/07;325;Administrativo;R$ 12.000,00;0;382;BOM;0;0;0,14;
0;0;16/11/1989;M;3/20/07;326;Administrativo;R$ 4.121,67;0;383;BOM;5;3;0,21;
0;0;30/05/1985;M;3/20/07;327;Operacional ;R$ 3.723,33;0;384;BOM;16;11;0,18;
0;0;13/08/1979;M;04/02/2007;57;Operacional ;R$ 4.886,67;0;32;BOM;4;2;0,07;
0;0;26/07/1977;M;04/04/2007;328;Operacional ;R$ 4.068,33;0;385;OTIMO;22;15;0,03;
0;0;14/09/1983;M;04/04/2007;329;Operacional ;R$ 3.871,67;0;386;INSATISFATORIO;25;17;0,25;
0;0;16/09/1981;M;04/04/2007;330;Operacional ;R$ 4.068,33;0;387;OTIMO;0;0;0,08;
0;0;24/05/1976;M;04/04/2007;331;Operacional ;R$ 3.490,00;0;388;BOM;6;4;0,2;
0;0;30/11/1988;M;04/09/2007;332;Operacional ;R$ 3.470,00;0;39;OTIMO;21;14;0,11;
0;0;25/05/1988;M;04/09/2007;125;Operacional ;R$ 7.443,33;0;389;EXCELENTE;17;11;0,07;
0;0;27/10/1988;M;04/11/2007;310;Operacional ;R$ 3.690,00;0;365;BOM;32;22;0,21;
0;0;21/12/1964;M;04/11/2007;323;Operacional ;R$ 2.903,33;0;377;OTIMO;14;9;0,24;
0;0;26/05/1976;M;11/26/84;333;Operacional ;R$ 3.566,67;0;390;OTIMO;27;18;0,02;
0;0;19/12/1972;M;4/17/07;334;Operacional ;R$ 3.461,67;0;365;BOM;30;20;0,2;
0;0;27/03/1983;M;05/02/2007;335;Operacional ;R$ 5.058,33;0;391;OTIMO;26;18;0,19;
0;0;14/03/1983;M;05/07/2007;202;Operacional ;R$ 5.603,33;0;273;BOM;8;5;0,15;
0;0;29/06/1984;M;05/07/2007;124;Operacional ;R$ 5.605,00;0;126;OTIMO;18;12;0,12;
0;0;29/04/1974;M;05/07/2007;116;Operacional ;R$ 3.600,00;0;392;EXCELENTE;26;18;0,05;
0;0;18/12/1984;M;05/08/2007;336;Operacional ;R$ 7.600,00;0;301;OTIMO;0;0;0,12;
0;0;29/01/1988;M;05/09/2007;337;Operacional ;R$ 4.070,00;0;393;BOM;9;6;0,1;
0;0;13/01/1983;M;5/14/07;202;Operacional ;R$ 3.303,33;0;340;BOM;2;1;0,15;
0;0;19/05/1981;M;5/14/07;280;Operacional ;R$ 5.640,00;0;329;BOM;8;5;0,04;
0;0;31/05/1975;M;5/21/07;136;Operacional ;R$ 3.840,00;0;394;OTIMO;28;19;0,16;
0;0;19/04/1986;M;5/21/07;21;Operacional ;R$ 3.901,67;0;395;BOM;23;15;0,13;
0;0;25/06/1976;M;5/21/07;134;Operacional ;R$ 5.605,00;0;136;OTIMO;18;12;0,25;
0;0;30/12/1987;M;06/04/2007;338;Operacional ;R$ 3.198,33;0;316;BOM;31;21;0,09;
0;0;31/08/1987;M;6/18/07;339;Operacional ;R$ 5.641,67;0;330;BOM;16;11;0,17;
0;0;16/11/1985;M;07/02/2007;340;Administrativo;R$ 10.855,00;1;396;INSATISFATORIO;28;19;0,05;
0;0;30/09/1982;M;07/02/2007;341;Operacional ;R$ 7.741,67;0;163;BOM;0;0;0,2;
0;0;21/12/1971;M;07/02/2007;342;Operacional ;R$ 3.881,67;0;269;BOM;12;8;0,16;
0;0;13/12/1982;M;07/02/2007;343;Operacional ;R$ 2.760,00;0;139;BOM;29;20;0,17;
0;0;23/02/1973;M;07/02/2007;338;Operacional ;R$ 3.448,33;0;316;BOM;6;4;0,09;
0;0;19/01/1989;M;07/04/2007;280;Operacional ;R$ 5.641,67;0;397;OTIMO;29;20;0,04;
0;0;14/06/1979;F;7/18/07;344;Administrativo;R$ 12.333,33;1;398;BOM;12;8;0,23;
1;0;14/09/1987;F;7/18/07;345;Administrativo;R$ 4.356,67;0;399;BOM;16;11;0,11;
0;0;23/12/1987;M;7/23/07;84;Operacional ;R$ 6.620,00;0;292;OTIMO;12;8;0,14;
0;0;24/09/1984;M;7/23/07;280;Operacional ;R$ 4.680,00;0;400;BOM;8;5;0,04;
0;0;22/01/1962;M;7/30/07;50;Operacional ;R$ 5.191,67;0;285;BOM;6;4;0,15;
0;0;15/03/1959;M;7/30/07;54;Operacional ;R$ 5.531,67;0;401;BOM;24;16;0,23;
0;0;23/10/1978;M;7/30/07;346;Operacional ;R$ 6.520,00;0;304;BOM;13;9;0,09;
0;0;13/09/1986;M;08/01/2007;347;Operacional ;R$ 5.226,67;0;298;OTIMO;18;12;0,2;
0;0;23/01/1970;M;08/01/2007;281;Operacional ;R$ 8.615,00;0;402;BOM;22;15;0,02;
0;1;29/10/1969;M;08/06/2007;348;Administrativo;R$ 13.420,00;1;403;INSATISFATORIO;6;4;0,04;
0;0;15/07/1984;M;08/06/2007;32;Operacional ;R$ 5.910,00;0;250;OTIMO;30;20;0,06;
0;0;15/01/1979;M;8/13/07;27;Operacional ;R$ 4.361,67;0;61;BOM;17;11;0,08;
0;0;13/09/1979;M;8/13/07;32;Operacional ;R$ 3.963,33;0;61;OTIMO;14;9;0,06;
0;0;27/09/1954;M;8/13/07;32;Operacional ;R$ 3.881,67;0;198;BOM;16;11;0,06;
0;0;19/11/1981;M;8/20/07;349;Coordenação;R$ 16.838,33;1;404;OTIMO;32;22;0,03;
0;0;25/05/1987;M;12/20/84;350;Operacional ;R$ 2.993,33;0;405;OTIMO;8;5;0,06;
0;0;19/10/1980;M;8/20/07;258;Coordenação;R$ 9.450,00;1;406;BOM;28;19;0,04;
0;0;22/01/1977;M;8/20/07;351;Operacional ;R$ 4.823,33;0;407;BOM;0;0;0,16;
0;0;24/05/1983;M;8/22/07;352;Administrativo;R$ 3.185,00;0;408;INSATISFATORIO;17;11;0,25;
0;0;19/08/1984;M;09/03/2007;113;Operacional ;R$ 2.500,00;0;409;BOM;12;8;0,1;
0;0;14/01/1986;M;09/03/2007;352;Administrativo;R$ 3.066,67;0;399;BOM;31;21;0,25;
0;0;30/05/1985;M;09/03/2007;352;Administrativo;R$ 3.528,33;0;399;BOM;16;11;0,25;
0;0;16/03/1980;M;09/03/2007;284;Operacional ;R$ 4.730,00;0;410;BOM;15;10;0,25;
1;0;24/03/1986;M;09/03/2007;136;Operacional ;R$ 3.840,00;0;411;OTIMO;28;19;0,16;
0;0;28/10/1986;M;09/03/2007;353;Administrativo;R$ 9.551,67;0;412;BOM;6;4;0,14;
0;0;14/06/1985;M;9/24/07;57;Operacional ;R$ 6.048,33;0;150;BOM;4;2;0,07;
0;0;29/01/1982;M;9/24/07;32;Operacional ;R$ 6.518,33;0;367;BOM;7;4;0,06;
0;0;23/02/1978;F;9/24/07;354;Gerência;R$ 42.501,67;1;101;BOM;28;19;0,2;
0;0;27/08/1968;M;9/24/07;156;Operacional ;R$ 3.298,33;0;65;OTIMO;26;18;0,25;
0;0;31/10/1988;M;9/24/07;55;Operacional ;R$ 5.266,67;0;46;BOM;2;1;0,1;
0;0;26/07/1983;M;10/08/2007;299;Operacional ;R$ 4.845,00;0;346;OTIMO;18;12;0,07;
0;0;27/11/1979;M;10/08/2007;180;Administrativo;R$ 4.256,67;0;42;EXCELENTE;5;3;0,2;
0;0;13/03/1964;M;10/08/2007;355;Administrativo;R$ 9.240,00;0;66;BOM;29;20;0,12;
1;0;15/01/1983;M;10/08/2007;356;Administrativo;R$ 7.090,00;0;146;INSATISFATORIO;7;4;0,14;
0;0;20/10/1987;M;10/08/2007;119;Administrativo;R$ 3.241,67;0;100;BOM;13;9;0,08;
0;0;27/05/1976;M;10/10/2007;357;Operacional ;R$ 3.855,00;0;366;BOM;4;2;0,17;
0;0;17/06/1983;M;10/15/07;235;Administrativo;R$ 7.551,67;0;413;BOM;30;20;0,23;
0;0;30/01/1972;M;10/15/07;358;Operacional ;R$ 5.971,67;0;47;BOM;30;20;0,25;
0;0;30/03/1987;F;10/15/07;359;Administrativo;R$ 19.666,67;1;153;OTIMO;20;13;0,07;
0;0;14/05/1983;M;11/05/2007;284;Operacional ;R$ 4.070,00;0;342;BOM;0;0;0,25;
0;0;24/09/1978;M;11/05/2007;339;Operacional ;R$ 6.220,00;0;330;OTIMO;15;10;0,17;
0;0;27/03/1984;M;11/05/2007;339;Operacional ;R$ 5.640,00;0;414;BOM;11;7;0,17;
0;0;18/03/1986;M;11/05/2007;113;Operacional ;R$ 3.411,67;0;222;BOM;14;9;0,1;
0;0;24/08/1985;M;11/05/2007;113;Operacional ;R$ 3.411,67;0;222;BOM;2;1;0,1;
0;0;24/06/1986;M;11/05/2007;13;Operacional ;R$ 4.341,67;0;11;BOM;11;7;0,1;
0;0;15/04/1986;M;11/05/2007;160;Operacional ;R$ 4.785,00;0;270;OTIMO;4;2;0,05;
0;0;28/08/1981;M;11/05/2007;222;Operacional ;R$ 6.520,00;0;292;BOM;2;1;0,23;
0;0;17/03/1980;M;11/13/07;360;Operacional ;R$ 4.843,33;0;415;BOM;3;2;0,02;
0;0;30/11/1983;M;11/12/2007;361;Operacional ;R$ 5.103,33;0;317;BOM;24;16;0,06;
0;0;15/03/1991;M;11/19/07;284;Operacional ;R$ 4.506,67;0;416;BOM;6;4;0,25;
0;0;30/11/1979;M;11/19/07;49;Operacional ;R$ 3.418,33;0;417;BOM;32;22;0,08;
0;0;19/07/1982;M;11/19/07;280;Operacional ;R$ 4.681,67;0;418;BOM;19;13;0,04;
0;0;18/11/1987;F;11/19/07;362;Administrativo;R$ 6.000,00;0;48;BOM;19;13;0,16;
0;0;18/06/1978;M;11/19/07;244;Operacional ;R$ 4.576,67;0;419;BOM;20;13;0,25;
0;0;21/09/1985;M;11/19/07;280;Operacional ;R$ 5.373,33;0;400;OTIMO;25;17;0,04;
0;0;18/02/1993;M;11/19/07;363;Operacional ;R$ 3.775,00;0;53;OTIMO;4;2;0,18;
0;0;28/03/1992;M;11/19/07;49;Operacional ;R$ 3.418,33;0;418;BOM;19;13;0,08;
0;0;30/11/1984;F;11/21/07;364;Administrativo;R$ 4.223,33;0;420;OTIMO;22;15;0,14;
0;0;14/08/1982;M;11/21/07;209;Operacional ;R$ 3.418,33;0;421;OTIMO;11;7;0,08;
0;0;25/11/1984;M;11/26/07;69;Operacional ;R$ 9.196,67;0;301;BOM;23;15;0,12;
0;0;25/01/1970;M;11/26/07;136;Operacional ;R$ 3.881,67;0;422;BOM;1;0;0,16;
0;0;23/08/1988;M;12/03/2007;49;Operacional ;R$ 3.418,33;0;423;BOM;17;11;0,08;
0;0;30/06/1974;M;12/03/2007;267;Operacional ;R$ 4.483,33;0;424;BOM;18;12;0,06;
0;0;15/02/1992;M;12/03/2007;274;Operacional ;R$ 5.768,33;0;425;BOM;24;16;0,19;
0;0;21/10/1987;M;12/03/2007;365;Operacional ;R$ 3.780,00;0;342;BOM;9;6;0,16;
0;0;14/08/1990;M;12/03/2007;267;Operacional ;R$ 5.573,33;0;426;BOM;5;3;0,06;
0;0;23/04/1980;M;12/10/2007;284;Operacional ;R$ 4.070,00;0;378;BOM;21;14;0,25;
0;0;18/03/1985;M;12/10/2007;136;Operacional ;R$ 3.881,67;0;223;OTIMO;23;15;0,16;
0;0;31/07/1988;M;12/10/2007;132;Operacional ;R$ 5.473,33;0;292;BOM;15;10;0,14;
1;0;16/03/1991;M;12/10/2007;366;Operacional ;R$ 6.520,00;0;293;OTIMO;6;4;0,06;
0;0;23/04/1972;M;12/12/2007;331;Operacional ;R$ 3.490,00;0;427;BOM;17;11;0,2;
0;0;30/05/1985;M;12/12/2007;367;Operacional ;R$ 4.271,67;0;428;BOM;10;6;0,22;
0;0;20/01/1981;M;12/17/07;336;Operacional ;R$ 7.040,00;0;272;BOM;11;7;0,12;
0;0;31/08/1961;M;12/17/07;368;Coordenação;R$ 26.125,00;1;429;OTIMO;20;13;0,03;
0;0;14/01/1982;M;12/17/07;369;Operacional ;R$ 4.966,67;0;283;EXCELENTE;27;18;0,16;
0;0;22/07/1968;M;12/17/07;113;Operacional ;R$ 2.660,00;0;354;BOM;8;5;0,1;
0;0;27/02/1984;M;12/17/07;21;Operacional ;R$ 3.801,67;0;430;OTIMO;17;11;0,13;
0;0;24/02/1972;M;12/26/07;154;Operacional ;R$ 3.526,67;0;208;OTIMO;24;16;0,11;
0;0;16/05/1981;M;01/07/2008;280;Operacional ;R$ 4.845,00;0;417;BOM;13;9;0,04;
0;0;13/03/1987;M;01/07/2008;274;Operacional ;R$ 5.768,33;0;431;BOM;4;2;0,19;
0;0;25/08/1965;M;01/07/2008;339;Operacional ;R$ 4.846,67;0;342;OTIMO;8;5;0,17;
0;0;22/09/1977;M;02/06/1985;370;Coordenação;R$ 12.408,33;1;432;BOM;17;11;0,14;
0;0;15/11/1980;M;01/07/2008;371;Gerência;R$ 40.666,67;1;433;BOM;17;11;0,22;
0;0;20/05/1959;M;1/14/08;117;Administrativo;R$ 4.190,00;0;111;BOM;7;4;0,16;
0;0;28/07/1980;M;1/14/08;227;Operacional ;R$ 9.196,67;0;324;BOM;5;3;0,12;
0;0;22/09/1985;M;1/14/08;73;Operacional ;R$ 4.186,67;0;145;OTIMO;18;12;0,22;
0;0;29/03/1982;M;1/21/08;372;Coordenação;R$ 18.175,00;1;379;BOM;7;4;0,11;
0;0;26/07/1984;F;1/21/08;373;Administrativo;R$ 19.256,67;1;434;BOM;6;4;0,24;
1;0;23/02/1988;M;1/21/08;72;Administrativo;R$ 14.281,67;1;435;BOM;19;13;0,19;
0;0;30/08/1990;M;1/21/08;21;Operacional ;R$ 4.273,33;0;310;BOM;5;3;0,13;
0;0;22/09/1987;M;1/21/08;113;Operacional ;R$ 3.411,67;0;12;BOM;13;9;0,1;
0;0;30/08/1982;M;1/21/08;374;Administrativo;R$ 17.725,00;1;252;BOM;24;16;0,05;
0;0;30/04/1988;M;1/23/08;113;Operacional ;R$ 4.288,33;0;436;OTIMO;17;11;0,1;
0;0;28/11/1981;M;02/06/2008;375;Administrativo;R$ 6.363,33;0;437;BOM;8;5;0,14;
0;0;22/03/1983;M;02/06/2008;113;Operacional ;R$ 2.708,33;0;438;EXCELENTE;11;7;0,1;
0;0;19/07/1977;M;02/11/2008;280;Operacional ;R$ 4.883,33;0;431;BOM;28;19;0,04;
0;0;18/12/1990;M;02/11/2008;280;Operacional ;R$ 4.678,33;0;416;BOM;2;1;0,04;
0;0;28/06/1974;M;02/11/2008;267;Operacional ;R$ 5.768,33;0;423;OTIMO;24;16;0,06;
0;0;15/09/1973;M;02/11/2008;49;Operacional ;R$ 3.418,33;0;423;BOM;8;5;0,08;
0;0;18/01/1987;M;02/11/2008;288;Operacional ;R$ 3.780,00;0;342;BOM;2;1;0,13;
0;0;27/03/1972;M;02/11/2008;14;Operacional ;R$ 4.226,67;0;439;BOM;32;22;0,23;
0;0;23/01/1989;M;02/11/2008;376;Coordenação;R$ 16.478,33;1;67;BOM;27;18;0,15;
0;0;16/07/1970;M;02/11/2008;142;Operacional ;R$ 4.523,33;0;159;BOM;8;5;0,13;
0;0;14/10/1990;M;02/11/2008;248;Coordenação;R$ 16.061,67;1;440;OTIMO;26;18;0,08;
0;0;14/06/1976;M;2/18/08;113;Operacional ;R$ 3.125,00;0;399;OTIMO;9;6;0,1;
1;0;31/10/1970;M;2/18/08;377;Administrativo;R$ 11.163,33;0;441;BOM;23;15;0,14;
1;0;15/12/1983;M;2/18/08;173;Operacional ;R$ 3.226,67;0;293;BOM;1;0;0,16;
0;0;15/12/1974;M;2/18/08;113;Operacional ;R$ 2.243,33;0;111;BOM;7;4;0,1;
0;0;16/11/1984;M;2/18/08;378;Operacional ;R$ 3.581,67;0;18;OTIMO;18;12;0,18;
0;0;22/04/1987;M;2/18/08;379;Operacional ;R$ 3.881,67;0;127;BOM;2;1;0,11;
0;0;27/11/1985;M;2/18/08;13;Operacional ;R$ 3.010,00;0;442;BOM;8;5;0,1;
0;0;29/07/1986;M;2/18/08;380;Administrativo;R$ 5.963,33;0;443;INSATISFATORIO;15;10;0,07;
0;0;18/01/1973;M;2/25/08;225;Operacional ;R$ 7.053,33;0;213;BOM;27;18;0,07;
1;0;26/06/1977;M;2/25/08;381;Operacional ;R$ 4.886,67;0;444;BOM;5;3;0,07;
0;0;24/12/1983;M;2/25/08;13;Operacional ;R$ 3.371,67;0;442;BOM;1;0;0,1;
0;0;17/03/1989;M;2/25/08;382;Administrativo;R$ 4.403,33;0;445;INSATISFATORIO;25;17;0,02;
0;0;20/11/1986;M;03/03/2008;383;Coordenação;R$ 11.288,33;1;446;OTIMO;31;21;0,06;
0;0;29/01/1979;M;03/03/2008;173;Operacional ;R$ 2.941,67;0;19;INSATISFATORIO;23;15;0,16;
0;0;13/02/1979;M;03/03/2008;21;Operacional ;R$ 3.878,33;0;447;BOM;15;10;0,13;
0;0;21/09/1964;M;03/03/2008;57;Operacional ;R$ 3.303,33;0;155;BOM;26;18;0,07;
0;0;18/08/1980;M;03/03/2008;384;Operacional ;R$ 6.753,33;0;439;BOM;23;15;0,12;
0;0;28/12/1983;M;03/03/2008;385;Operacional ;R$ 6.428,33;0;57;BOM;0;0;0,09;
0;0;16/02/1977;M;03/10/2008;386;Operacional ;R$ 3.418,33;0;346;OTIMO;4;2;0,15;
0;0;18/12/1980;M;03/10/2008;254;Administrativo;R$ 11.165,00;0;284;BOM;13;9;0,18;
0;0;27/02/1986;M;03/10/2008;274;Operacional ;R$ 6.726,67;0;315;OTIMO;18;12;0,19;
0;0;19/02/1988;F;3/17/08;387;Gerência;R$ 43.668,33;1;337;OTIMO;20;13;0,07;
0;0;21/01/1989;M;3/24/08;21;Operacional ;R$ 3.878,33;0;167;BOM;22;15;0,13;
0;0;15/07/1981;M;3/18/85;388;Administrativo;R$ 17.793,33;1;448;BOM;29;20;0,22;
0;0;21/11/1986;M;3/24/08;52;Operacional ;R$ 3.685,00;0;46;BOM;15;10;0,24;
0;0;27/08/1982;M;3/18/85;296;Operacional ;R$ 5.340,00;0;333;BOM;19;13;0,08;
1;0;16/08/1977;M;3/24/08;21;Operacional ;R$ 5.875,00;0;183;BOM;13;9;0,13;
0;0;20/04/1987;M;04/01/2008;117;Administrativo;R$ 5.891,67;0;406;BOM;16;11;0,16;
1;0;30/01/1984;M;04/07/2008;231;Operacional ;R$ 6.611,67;0;375;BOM;13;9;0,1;
0;0;30/06/1984;F;04/07/2008;72;Administrativo;R$ 17.133,33;1;449;BOM;10;6;0,19;
1;0;17/02/1966;M;04/07/2008;389;Operacional ;R$ 3.696,67;0;134;BOM;23;15;0,1;
1;0;20/11/1980;M;4/22/08;113;Operacional ;R$ 2.758,33;0;450;BOM;22;15;0,1;
1;0;23/11/1987;F;4/28/08;390;Administrativo;R$ 6.066,67;0;451;OTIMO;31;21;0,25;
0;0;30/01/1987;M;4/28/08;57;Operacional ;R$ 3.998,33;0;277;OTIMO;15;10;0,07;
0;0;25/02/1988;M;05/05/2008;330;Operacional ;R$ 4.070,00;0;387;OTIMO;3;2;0,08;
0;0;13/01/1979;F;05/12/2008;391;Administrativo;R$ 4.833,33;0;452;EXCELENTE;19;13;0,05;
0;0;28/02/1990;M;05/12/2008;392;Operacional ;R$ 3.321,67;0;453;BOM;25;17;0,13;
0;0;24/10/1977;M;5/13/08;393;Administrativo;R$ 8.425,00;0;454;BOM;19;13;0,16;
0;0;18/11/1959;M;05/12/2008;394;Operacional ;R$ 4.500,00;0;455;BOM;12;8;0,06;
0;0;20/01/1975;M;5/19/08;395;Administrativo;R$ 5.570,00;0;456;BOM;12;8;0,08;
0;0;19/01/1981;F;5/19/08;396;Administrativo;R$ 6.843,33;0;457;BOM;10;6;0,23;
0;0;21/03/1976;M;5/26/08;397;Operacional ;R$ 4.631,67;0;453;OTIMO;30;20;0,18;
0;0;14/06/1985;M;06/02/2008;116;Operacional ;R$ 3.583,33;0;458;OTIMO;14;9;0,05;
0;0;14/01/1989;M;06/02/2008;398;Operacional ;R$ 7.880,00;0;459;BOM;19;13;0,25;
0;0;30/10/1979;M;06/09/2008;399;Operacional ;R$ 7.898,33;0;460;BOM;12;8;0,06;
0;0;28/06/1989;M;6/16/08;122;Operacional ;R$ 3.960,00;0;461;BOM;16;11;0,15;
0;0;18/09/1989;M;6/16/08;73;Operacional ;R$ 3.836,67;0;462;INSATISFATORIO;9;6;0,22;
0;0;29/05/1986;M;6/16/08;244;Operacional ;R$ 4.361,67;0;311;BOM;9;6;0,25;
0;0;14/07/1983;M;6/16/08;244;Operacional ;R$ 3.963,33;0;419;BOM;9;6;0,25;
0;0;28/11/1986;M;1/13/86;400;Operacional ;R$ 7.880,00;0;358;INSATISFATORIO;21;14;0,25;
0;0;27/11/1983;M;6/16/08;401;Administrativo;R$ 4.723,33;0;463;BOM;15;10;0,22;
0;0;19/03/1989;M;6/16/08;265;Administrativo;R$ 12.555,00;1;464;BOM;0;0;0,12;
0;0;27/11/1982;M;6/23/08;21;Operacional ;R$ 3.965,00;0;465;BOM;7;4;0,13;
1;0;25/05/1988;M;6/23/08;12;Administrativo;R$ 4.691,67;0;466;BOM;32;22;0,25;
0;0;16/06/1978;M;6/30/08;137;Operacional ;R$ 3.881,67;0;467;BOM;7;4;0,22;
0;0;27/10/1986;M;6/30/08;402;Operacional ;R$ 5.313,33;0;66;BOM;1;0;0,13;
0;0;20/12/1974;M;6/30/08;173;Operacional ;R$ 3.133,33;0;430;BOM;26;18;0,16;
0;0;13/06/1986;F;07/07/2008;111;Administrativo;R$ 1.896,67;0;99;BOM;13;9;0,26;
0;0;21/02/1978;M;07/07/2008;281;Operacional ;R$ 6.868,33;0;425;OTIMO;29;20;0,02;
0;0;13/06/1991;M;07/07/2008;403;Operacional ;R$ 3.113,33;0;468;OTIMO;23;15;0,06;
0;0;27/07/1981;M;07/07/2008;156;Operacional ;R$ 3.925,00;0;44;BOM;25;17;0,25;
0;0;27/08/1981;F;7/14/08;404;Coordenação;R$ 18.638,33;1;469;BOM;12;8;0,13;
0;0;24/08/1973;M;7/21/08;288;Operacional ;R$ 3.968,33;0;319;BOM;9;6;0,13;
0;0;22/05/1988;M;7/21/08;90;Administrativo;R$ 9.310,00;0;470;BOM;16;11;0,23;
0;0;24/09/1972;M;7/28/08;173;Operacional ;R$ 2.961,67;0;465;BOM;27;18;0,16;
0;0;29/06/1992;F;08/04/2008;405;Administrativo;R$ 6.845,00;0;190;BOM;23;15;0,06;
0;0;22/05/1986;F;08/04/2008;406;Administrativo;R$ 9.181,67;0;471;BOM;12;8;0,16;
0;0;15/03/1985;M;08/11/2008;56;Operacional ;R$ 4.185,00;0;45;OTIMO;26;18;0,21;
0;0;28/08/1986;M;08/11/2008;407;Operacional ;R$ 4.330,00;0;202;OTIMO;32;22;0,06;
0;0;30/11/1990;M;08/11/2008;407;Operacional ;R$ 4.326,67;0;202;BOM;21;14;0,06;
0;0;28/12/1984;M;08/11/2008;408;Operacional ;R$ 4.633,33;0;472;BOM;18;12;0,13;
1;0;28/08/1978;M;08/11/2008;144;Operacional ;R$ 5.218,33;0;445;OTIMO;8;5;0,09;
0;0;30/10/1990;M;08/11/2008;394;Operacional ;R$ 4.500,00;0;455;BOM;16;11;0,06;
0;0;19/05/1988;M;8/18/08;409;Operacional ;R$ 5.768,33;0;473;BOM;23;15;0,19;
0;0;18/10/1982;M;8/18/08;410;Gerência;R$ 37.483,33;1;15;BOM;1;0;0,12;
0;0;19/08/1990;M;8/25/08;411;Operacional ;R$ 4.535,00;0;205;BOM;17;11;0,21;
0;0;19/02/1977;F;8/25/08;412;Operacional ;R$ 5.245,00;0;474;OTIMO;17;11;0,22;
0;0;14/01/1994;F;09/02/2008;413;Administrativo;R$ 9.920,00;0;475;BOM;16;11;0,24;
1;0;13/07/1989;M;09/01/2008;414;Administrativo;R$ 11.163,33;0;476;INSATISFATORIO;0;0;0,15;
0;0;25/10/1985;M;09/01/2008;151;Administrativo;R$ 2.443,33;0;199;OTIMO;23;15;0,25;
1;0;21/06/1969;M;09/08/2008;113;Operacional ;R$ 3.240,00;0;220;BOM;31;21;0,1;
0;0;13/02/1980;M;09/08/2008;113;Operacional ;R$ 2.833,33;0;477;BOM;0;0;0,1;
0;0;16/08/1984;M;09/08/2008;338;Operacional ;R$ 3.448,33;0;316;OTIMO;8;5;0,09;
0;1;19/04/1987;M;09/08/2008;415;Coordenação;R$ 12.333,33;1;62;BOM;32;22;0,09;
0;0;19/04/1988;M;09/08/2008;21;Operacional ;R$ 3.546,67;0;167;EXCELENTE;6;4;0,13;
0;0;17/02/1974;M;9/15/08;11;Operacional ;R$ 1.751,67;0;112;OTIMO;10;6;0,26;
0;0;15/07/1987;M;9/15/08;154;Operacional ;R$ 3.261,67;0;138;BOM;10;6;0,11;
0;0;15/11/1986;F;9/15/08;416;Operacional ;R$ 7.201,67;0;478;EXCELENTE;0;0;0,09;
0;0;13/02/1993;M;9/15/08;73;Operacional ;R$ 3.881,67;0;151;BOM;20;13;0,22;
0;0;13/07/1982;M;9/22/08;417;Administrativo;R$ 3.616,67;0;10;BOM;1;0;0,25;
